coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,message,rain
"{'lon': 101.71, 'lat': 26.59}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 72.5, 'feels_like': 77.4, 'temp_min': 72.5, 'temp_max': 72.5, 'pressure': 1008, 'humidity': 78, 'sea_level': 1008, 'grnd_level': 890}",,"{'speed': 0.89, 'deg': 344}",{'all': 81},1593038486.0,"{'country': 'CN', 'sunrise': 1593037295, 'sunset': 1593086993}",28800.0,6929460.0,Panzhihua,200,,
"{'lon': 5.14, 'lat': 61.99}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 64.27, 'feels_like': 58.05, 'temp_min': 62.6, 'temp_max': 66.2, 'pressure': 1026, 'humidity': 67}",10000.0,"{'speed': 12.75, 'deg': 190}",{'all': 20},1593038520.0,"{'type': 1, 'id': 1616, 'country': 'NO', 'sunrise': 1593049851, 'sunset': 1593120797}",7200.0,3146487.0,Raudeberg,200,,
"{'lon': 111.21, 'lat': 37.34}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 68.22, 'feels_like': 67.17, 'temp_min': 68.22, 'temp_max': 68.22, 'pressure': 1004, 'humidity': 54, 'sea_level': 1004, 'grnd_level': 871}",,"{'speed': 2.44, 'deg': 183}",{'all': 0},1593038520.0,"{'country': 'CN', 'sunrise': 1593033350, 'sunset': 1593086377}",28800.0,1784239.0,Ningxiang,200,,
"{'lon': 109.23, 'lat': 13.77}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 80.46, 'feels_like': 88.34, 'temp_min': 80.46, 'temp_max': 80.46, 'pressure': 1007, 'humidity': 84, 'sea_level': 1007, 'grnd_level': 1006}",,"{'speed': 4.54, 'deg': 220}",{'all': 42},1593038269.0,"{'country': 'VN', 'sunrise': 1593037054, 'sunset': 1593083624}",25200.0,1568574.0,Qui Nhon,200,,
"{'lon': 27.47, 'lat': 5.6}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 68.9, 'feels_like': 72.73, 'temp_min': 68.9, 'temp_max': 68.9, 'pressure': 1011, 'humidity': 88, 'sea_level': 1011, 'grnd_level': 939}",,"{'speed': 2.73, 'deg': 249}",{'all': 66},1593038521.0,"{'country': 'SS', 'sunrise': 1593057563, 'sunset': 1593102365}",10800.0,366444.0,Tambura,200,,
"{'lon': 147.27, 'lat': -2.02}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 84.02, 'feels_like': 88.93, 'temp_min': 84.02, 'temp_max': 84.02, 'pressure': 1009, 'humidity': 78, 'sea_level': 1009, 'grnd_level': 1009}",,"{'speed': 11.14, 'deg': 119}",{'all': 3},1593038306.0,"{'country': 'PG', 'sunrise': 1593029601, 'sunset': 1593072816}",36000.0,2092164.0,Lorengau,200,,{'1h': 0.13}
"{'lon': 94.77, 'lat': 28.17}","[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,"{'temp': 74.01, 'feels_like': 81.41, 'temp_min': 74.01, 'temp_max': 74.01, 'pressure': 1008, 'humidity': 90, 'sea_level': 1008, 'grnd_level': 956}",,"{'speed': 1.21, 'deg': 97}",{'all': 100},1593038521.0,"{'country': 'IN', 'sunrise': 1593038743, 'sunset': 1593088877}",19800.0,1278969.0,Along,200,,{'1h': 6.47}
"{'lon': 152.26, 'lat': -4.35}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 84.11, 'feels_like': 86.09, 'temp_min': 84.11, 'temp_max': 84.11, 'pressure': 1011, 'humidity': 69, 'sea_level': 1011, 'grnd_level': 1000}",,"{'speed': 12.68, 'deg': 152}",{'all': 2},1593038521.0,"{'country': 'PG', 'sunrise': 1593028645, 'sunset': 1593071376}",36000.0,2093685.0,Kokopo,200,,
"{'lon': -107.99, 'lat': 36.82}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 95.9, 'feels_like': 82.6, 'temp_min': 95, 'temp_max': 96.8, 'pressure': 1015, 'humidity': 5}",16093.0,"{'speed': 13.87, 'deg': 260, 'gust': 19.46}",{'all': 1},1593038283.0,"{'type': 1, 'id': 4117, 'country': 'US', 'sunrise': 1592999644, 'sunset': 1593052490}",-21600.0,5456049.0,Aztec,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 27.34, 'lat': -17.62}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 58.55, 'feels_like': 56.61, 'temp_min': 58.55, 'temp_max': 58.55, 'pressure': 1021, 'humidity': 61, 'sea_level': 1021, 'grnd_level': 949}",,"{'speed': 1.45, 'deg': 223}",{'all': 16},1593038521.0,"{'country': 'ZW', 'sunrise': 1593060060, 'sunset': 1593099931}",7200.0,895057.0,Binga,200,,
"{'lon': 120.26, 'lat': -9.66}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 74.66, 'feels_like': 77.07, 'temp_min': 74.66, 'temp_max': 74.66, 'pressure': 1012, 'humidity': 83, 'sea_level': 1012, 'grnd_level': 1007}",,"{'speed': 8.52, 'deg': 148}",{'all': 95},1593038303.0,"{'country': 'ID', 'sunrise': 1593036884, 'sunset': 1593078499}",28800.0,1622318.0,Waingapu,200,,
"{'lon': -117.67, 'lat': 49.3}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 71.01, 'feels_like': 72.14, 'temp_min': 71.01, 'temp_max': 71.01, 'pressure': 1005, 'humidity': 81}",,"{'speed': 7.27, 'deg': 286}",{'all': 45},1593038356.0,"{'type': 3, 'id': 2012219, 'country': 'CA', 'sunrise': 1592999155, 'sunset': 1593057626}",-25200.0,5918118.0,Castlegar,200,,{'1h': 0.14}
"{'lon': 68.33, 'lat': 51.8}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 62.87, 'feels_like': 56.26, 'temp_min': 62.87, 'temp_max': 62.87, 'pressure': 1008, 'humidity': 51, 'sea_level': 1008, 'grnd_level': 975}",,"{'speed': 9.44, 'deg': 292}",{'all': 99},1593038465.0,"{'country': 'KZ', 'sunrise': 1593040133, 'sunset': 1593100180}",21600.0,1526038.0,Atbasar,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': -6.82, 'lat': 34.04}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 69.1, 'feels_like': 67.17, 'temp_min': 66, 'temp_max': 71.01, 'pressure': 1016, 'humidity': 77}",6000.0,"{'speed': 10.29, 'deg': 240}",{'all': 75},1593038521.0,"{'type': 1, 'id': 2402, 'country': 'MA', 'sunrise': 1592975828, 'sunset': 1593027737}",3600.0,2537763.0,Salé,200,,
"{'lon': 43.28, 'lat': -11.38}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 78.84, 'feels_like': 80.26, 'temp_min': 78.84, 'temp_max': 78.84, 'pressure': 1014, 'humidity': 76, 'sea_level': 1014, 'grnd_level': 1014}",,"{'speed': 11.59, 'deg': 179}",{'all': 0},1593038223.0,"{'country': 'KM', 'sunrise': 1593055545, 'sunset': 1593096793}",10800.0,921786.0,Mitsamiouli,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 77.88, 'lat': 11.08}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 79.68, 'feels_like': 83.98, 'temp_min': 79.68, 'temp_max': 79.68, 'pressure': 1006, 'humidity': 73, 'sea_level': 1006, 'grnd_level': 991}",,"{'speed': 6.13, 'deg': 290}",{'all': 95},1593038522.0,"{'country': 'IN', 'sunrise': 1593044876, 'sunset': 1593090852}",19800.0,1266387.0,Kodumudi,200,,
"{'lon': -80.44, 'lat': 22.15}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 93.2, 'feels_like': 102.56, 'temp_min': 93.2, 'temp_max': 93.2, 'pressure': 1014, 'humidity': 63}",,"{'speed': 5.82, 'deg': 70}",{'all': 0},1593038522.0,"{'type': 1, 'id': 7235, 'country': 'CU', 'sunrise': 1592995181, 'sunset': 1593043727}",-14400.0,3564124.0,Cienfuegos,200,,
"{'lon': 76.33, 'lat': 21.83}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 81.9, 'feels_like': 88.38, 'temp_min': 81.9, 'temp_max': 81.9, 'pressure': 1004, 'humidity': 74, 'sea_level': 1004, 'grnd_level': 968}",,"{'speed': 4.65, 'deg': 272}",{'all': 78},1593038522.0,"{'country': 'IN', 'sunrise': 1593044004, 'sunset': 1593092468}",19800.0,1267031.0,Khandwa,200,,{'1h': 0.24}
"{'lon': -99.89, 'lat': 16.86}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 87.8, 'feels_like': 90.86, 'temp_min': 87.8, 'temp_max': 87.8, 'pressure': 1008, 'humidity': 58}",9656.0,"{'speed': 9.17, 'deg': 120}",{'all': 90},1593038522.0,"{'type': 1, 'id': 7103, 'country': 'MX', 'sunrise': 1593000485, 'sunset': 1593047760}",-18000.0,3533462.0,Acapulco de Juárez,200,,
"{'lon': 122.28, 'lat': 11.39}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 78.93, 'feels_like': 86.76, 'temp_min': 78.93, 'temp_max': 78.93, 'pressure': 1009, 'humidity': 81, 'sea_level': 1009, 'grnd_level': 996}",,"{'speed': 2.06, 'deg': 69}",{'all': 100},1593038522.0,"{'country': 'PH', 'sunrise': 1593034185, 'sunset': 1593080228}",28800.0,1701674.0,Manika,200,,
"{'lon': 20.58, 'lat': 32.53}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 70.21, 'feels_like': 71.58, 'temp_min': 70.21, 'temp_max': 70.21, 'pressure': 1019, 'humidity': 80, 'sea_level': 1019, 'grnd_level': 1016}",,"{'speed': 6.02, 'deg': 35}",{'all': 1},1593038522.0,"{'country': 'LY', 'sunrise': 1593055908, 'sunset': 1593107328}",7200.0,88834.0,Tūkrah,200,,
"{'lon': 175.52, 'lat': -41.41}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 51.62, 'feels_like': 47.89, 'temp_min': 51.01, 'temp_max': 52, 'pressure': 1020, 'humidity': 74}",,"{'speed': 4, 'deg': 78, 'gust': 15.01}",{'all': 100},1593038522.0,"{'type': 3, 'id': 2011646, 'country': 'NZ', 'sunrise': 1593027897, 'sunset': 1593060957}",43200.0,2206874.0,Waipawa,200,,
"{'lon': -3, 'lat': 20}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 90.63, 'feels_like': 82.99, 'temp_min': 90.63, 'temp_max': 90.63, 'pressure': 1008, 'humidity': 8, 'sea_level': 1008, 'grnd_level': 976}",,"{'speed': 4.9, 'deg': 128}",{'all': 0},1593038522.0,"{'country': 'ML', 'sunrise': 1592976856, 'sunset': 1593024875}",0.0,2449066.0,Tombouctou,200,,
"{'lon': 83.47, 'lat': 22.57}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 79.09, 'feels_like': 84.58, 'temp_min': 79.09, 'temp_max': 79.09, 'pressure': 1004, 'humidity': 71, 'sea_level': 1004, 'grnd_level': 942}",,"{'speed': 2.8, 'deg': 166}",{'all': 69},1593038522.0,"{'country': 'IN', 'sunrise': 1593042198, 'sunset': 1593090846}",19800.0,1260141.0,Pathalgaon,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': -156.47, 'lat': 20.89}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 79.09, 'feels_like': 72.61, 'temp_min': 73, 'temp_max': 87.8, 'pressure': 1015, 'humidity': 55}",16093.0,"{'speed': 18.34, 'deg': 60, 'gust': 28.86}",{'all': 40},1593038522.0,"{'type': 1, 'id': 7879, 'country': 'US', 'sunrise': 1593013587, 'sunset': 1593061820}",-36000.0,5847411.0,Kahului,200,,
"{'lon': 32.28, 'lat': 31.26}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 73.58, 'feels_like': 73.76, 'temp_min': 73.58, 'temp_max': 73.58, 'pressure': 1015, 'humidity': 77, 'sea_level': 1015, 'grnd_level': 1015}",,"{'speed': 9.78, 'deg': 343}",{'all': 0},1593038523.0,"{'country': 'EG', 'sunrise': 1593053294, 'sunset': 1593104325}",7200.0,358619.0,Port Said,200,,
"{'lon': -13.05, 'lat': 20.52}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 98.71, 'feels_like': 96.22, 'temp_min': 98.71, 'temp_max': 98.71, 'pressure': 1010, 'humidity': 16, 'sea_level': 1010, 'grnd_level': 985}",,"{'speed': 2.21, 'deg': 7}",{'all': 79},1593038523.0,"{'country': 'MR', 'sunrise': 1592979206, 'sunset': 1593027351}",0.0,2381334.0,Atar,200,,
"{'lon': -8.03, 'lat': 13.57}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 88.74, 'feels_like': 81.43, 'temp_min': 88.74, 'temp_max': 88.74, 'pressure': 1010, 'humidity': 35, 'sea_level': 1010, 'grnd_level': 966}",,"{'speed': 17.22, 'deg': 158}",{'all': 73},1593038523.0,"{'country': 'ML', 'sunrise': 1592978809, 'sunset': 1593025337}",0.0,2454955.0,Kolokani,200,,
"{'lon': 137.82, 'lat': 35.52}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 68, 'feels_like': 73.24, 'temp_min': 68, 'temp_max': 68, 'pressure': 1010, 'humidity': 100}",,"{'speed': 2.53, 'deg': 181}",{'all': 94},1593038523.0,"{'type': 3, 'id': 20029, 'country': 'JP', 'sunrise': 1593027279, 'sunset': 1593079673}",32400.0,1861864.0,Iida,200,,{'1h': 0.16}
"{'lon': -101.27, 'lat': 52.11}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 75.16, 'feels_like': 75.09, 'temp_min': 75.16, 'temp_max': 75.16, 'pressure': 1006, 'humidity': 73, 'sea_level': 1006, 'grnd_level': 969}",,"{'speed': 10.22, 'deg': 198}",{'all': 65},1593038523.0,"{'country': 'CA', 'sunrise': 1592994317, 'sunset': 1593054590}",-18000.0,6160362.0,Swan River,200,,{'1h': 0.4}
"{'lon': -8.8, 'lat': 37.32}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 72.93, 'feels_like': 72.5, 'temp_min': 72, 'temp_max': 73.99, 'pressure': 1015, 'humidity': 82}",,"{'speed': 11.83, 'deg': 347}",{'all': 1},1593038498.0,"{'type': 3, 'id': 2019891, 'country': 'PT', 'sunrise': 1592975744, 'sunset': 1593028772}",3600.0,2271968.0,Aljezur,200,,
"{'lon': 1.39, 'lat': 51.38}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 67.32, 'feels_like': 68.16, 'temp_min': 66, 'temp_max': 69.01, 'pressure': 1020, 'humidity': 72}",,"{'speed': 3, 'deg': 89, 'gust': 5.99}",{'all': 0},1593038483.0,"{'type': 3, 'id': 2032271, 'country': 'GB', 'sunrise': 1592969921, 'sunset': 1593029703}",3600.0,2643044.0,Margate,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': -151.33, 'lat': -22.43}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 75.29, 'feels_like': 72.01, 'temp_min': 75.29, 'temp_max': 75.29, 'pressure': 1012, 'humidity': 85, 'sea_level': 1012, 'grnd_level': 1012}",,"{'speed': 19.77, 'deg': 3}",{'all': 14},1593038523.0,"{'country': 'PF', 'sunrise': 1593017100, 'sunset': 1593055840}",-36000.0,4034188.0,Moerai,200,,{'1h': 0.31}
"{'lon': 143.85, 'lat': -37.57}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 44.08, 'feels_like': 38.34, 'temp_min': 43, 'temp_max': 45, 'pressure': 1021, 'humidity': 93}",,"{'speed': 7.02, 'deg': 341}",{'all': 70},1593038523.0,"{'type': 3, 'id': 2003214, 'country': 'AU', 'sunrise': 1593034803, 'sunset': 1593069254}",36000.0,2177091.0,Ballarat,200,,
"{'lon': -72.53, 'lat': 48.83}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 77, 'feels_like': 69.48, 'temp_min': 77, 'temp_max': 77, 'pressure': 999, 'humidity': 50}",64372.0,"{'speed': 17.22, 'deg': 230, 'gust': 27.51}",{'all': 75},1593038523.0,"{'type': 1, 'id': 901, 'country': 'CA', 'sunrise': 1592988455, 'sunset': 1593046655}",-14400.0,6089179.0,Normandin,200,,
"{'lon': 177.37, 'lat': -39.03}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 55.99, 'feels_like': 51.37, 'temp_min': 55.99, 'temp_max': 55.99, 'pressure': 1021, 'humidity': 78}",,"{'speed': 8.01, 'deg': 118, 'gust': 15.99}",{'all': 100},1593038523.0,"{'type': 3, 'id': 2011018, 'country': 'NZ', 'sunrise': 1593027012, 'sunset': 1593060954}",43200.0,2206808.0,Wairoa,200,,{'1h': 0.15}
"{'lon': -116.13, 'lat': 43.42}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 93.27, 'feels_like': 87.85, 'temp_min': 91, 'temp_max': 95, 'pressure': 1009, 'humidity': 24}",16093.0,"{'speed': 10.29, 'deg': 300}",{'all': 1},1593038524.0,"{'type': 1, 'id': 3479, 'country': 'US', 'sunrise': 1593000291, 'sunset': 1593055750}",-21600.0,5583739.0,Ada,200,,
"{'lon': 5.33, 'lat': 60.39}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 61.41, 'feels_like': 54.25, 'temp_min': 60.01, 'temp_max': 63, 'pressure': 1027, 'humidity': 77}",10000.0,"{'speed': 14.99, 'deg': 190}",{'all': 15},1593038524.0,"{'type': 1, 'id': 1612, 'country': 'NO', 'sunrise': 1593051096, 'sunset': 1593119460}",7200.0,3161733.0,Bergen,200,,
"{'lon': 111.62, 'lat': -2.68}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 72.52, 'feels_like': 79.97, 'temp_min': 72.52, 'temp_max': 72.52, 'pressure': 1010, 'humidity': 98, 'sea_level': 1010, 'grnd_level': 1009}",,"{'speed': 2.08, 'deg': 357}",{'all': 100},1593038281.0,"{'country': 'ID', 'sunrise': 1593038226, 'sunset': 1593081304}",25200.0,1632694.0,Pangkalanbuun,200,,{'1h': 0.11}
"{'lon': -97.5, 'lat': 25.9}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 92.23, 'feels_like': 92.71, 'temp_min': 91, 'temp_max': 95, 'pressure': 1009, 'humidity': 59}",16093.0,"{'speed': 18.34, 'deg': 140, 'gust': 24.16}",{'all': 1},1593038524.0,"{'type': 1, 'id': 3496, 'country': 'US', 'sunrise': 1592998791, 'sunset': 1593048307}",-18000.0,4676740.0,Brownsville,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': -58.4, 'lat': -16.37}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 82.69, 'feels_like': 80.92, 'temp_min': 82.69, 'temp_max': 82.69, 'pressure': 1007, 'humidity': 43, 'sea_level': 1007, 'grnd_level': 994}",,"{'speed': 7.58, 'deg': 7}",{'all': 30},1593038524.0,"{'country': 'BO', 'sunrise': 1592994088, 'sunset': 1593034239}",-14400.0,3444105.0,San Matías,200,,
"{'lon': -73.25, 'lat': -39.81}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 41, 'feels_like': 37.72, 'temp_min': 41, 'temp_max': 41, 'pressure': 1019, 'humidity': 100}",10000.0,"{'speed': 2.24, 'deg': 310}",{'all': 3},1593038388.0,"{'type': 1, 'id': 8526, 'country': 'CL', 'sunrise': 1593000900, 'sunset': 1593034557}",-14400.0,3868707.0,Valdivia,200,,
"{'lon': -81.84, 'lat': 41.24}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 71.67, 'feels_like': 65.73, 'temp_min': 70, 'temp_max': 73.4, 'pressure': 1012, 'humidity': 49}",16093.0,"{'speed': 11.41, 'deg': 250, 'gust': 16.11}",{'all': 40},1593038448.0,"{'type': 1, 'id': 3646, 'country': 'US', 'sunrise': 1592992527, 'sunset': 1593047054}",-14400.0,5148480.0,Brunswick,200,,
"{'lon': 121.97, 'lat': 20.45}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 84.6, 'feels_like': 91.08, 'temp_min': 84.6, 'temp_max': 84.6, 'pressure': 1008, 'humidity': 76, 'sea_level': 1008, 'grnd_level': 1005}",,"{'speed': 8.12, 'deg': 207}",{'all': 89},1593038524.0,"{'country': 'PH', 'sunrise': 1593033219, 'sunset': 1593081343}",28800.0,1726449.0,Basco,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 83.27, 'lat': 17.65}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 84.18, 'feels_like': 92.77, 'temp_min': 84.18, 'temp_max': 84.18, 'pressure': 1005, 'humidity': 79, 'sea_level': 1005, 'grnd_level': 1005}",,"{'speed': 5.21, 'deg': 167}",{'all': 71},1593038524.0,"{'country': 'IN', 'sunrise': 1593042842, 'sunset': 1593090298}",19800.0,1252783.0,Yārāda,200,,
"{'lon': -124.22, 'lat': 43.41}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 66.88, 'feels_like': 63.43, 'temp_min': 66.2, 'temp_max': 68, 'pressure': 1017, 'humidity': 82}",16093.0,"{'speed': 12.75, 'deg': 340}",{'all': 20},1593038524.0,"{'type': 1, 'id': 5239, 'country': 'US', 'sunrise': 1593002235, 'sunset': 1593057690}",-25200.0,5742974.0,North Bend,200,,
"{'lon': 46.47, 'lat': 14.4}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 81.61, 'feels_like': 79.21, 'temp_min': 81.61, 'temp_max': 81.61, 'pressure': 1005, 'humidity': 34, 'sea_level': 1005, 'grnd_level': 883}",,"{'speed': 4.63, 'deg': 230}",{'all': 85},1593038524.0,"{'country': 'YE', 'sunrise': 1593052048, 'sunset': 1593098759}",10800.0,72181.0,Marzuq,200,,
"{'lon': 77.05, 'lat': 19.18}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 83.79, 'feels_like': 91.94, 'temp_min': 83.79, 'temp_max': 83.79, 'pressure': 1003, 'humidity': 69, 'sea_level': 1003, 'grnd_level': 960}",,"{'speed': 1.41, 'deg': 104}",{'all': 86},1593038524.0,"{'country': 'IN', 'sunrise': 1593044154, 'sunset': 1593091972}",19800.0,1259177.0,Pūrna,200,,
"{'lon': 76.33, 'lat': 9.49}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 77.81, 'feels_like': 83.73, 'temp_min': 77.81, 'temp_max': 77.81, 'pressure': 1006, 'humidity': 89, 'sea_level': 1006, 'grnd_level': 1005}",,"{'speed': 7.16, 'deg': 283}",{'all': 98},1593038525.0,"{'country': 'IN', 'sunrise': 1593045420, 'sunset': 1593091052}",19800.0,1278985.0,Alappuzha,200,,
"{'lon': 96.13, 'lat': 4.14}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 77.43, 'feels_like': 82.94, 'temp_min': 77.43, 'temp_max': 77.43, 'pressure': 1008, 'humidity': 77, 'sea_level': 1008, 'grnd_level': 1008}",,"{'speed': 3.44, 'deg': 63}",{'all': 83},1593038245.0,"{'country': 'ID', 'sunrise': 1593041235, 'sunset': 1593085732}",25200.0,1214488.0,Meulaboh,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': -35.46, 'lat': -5.2}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 77, 'feels_like': 81.16, 'temp_min': 77, 'temp_max': 77, 'pressure': 1012, 'humidity': 78}",10000.0,"{'speed': 5.82, 'deg': 180}",{'all': 75},1593038525.0,"{'type': 1, 'id': 8452, 'country': 'BR', 'sunrise': 1592987381, 'sunset': 1593029934}",-10800.0,3386213.0,Touros,200,,
"{'lon': 155.48, 'lat': -6.32}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 78.93, 'feels_like': 83.03, 'temp_min': 78.93, 'temp_max': 78.93, 'pressure': 1011, 'humidity': 64, 'sea_level': 1011, 'grnd_level': 941}",,"{'speed': 2.64, 'deg': 86}",{'all': 0},1593038525.0,"{'country': 'PG', 'sunrise': 1593028078, 'sunset': 1593070397}",39600.0,2088659.0,Panguna,200,,
"{'lon': 109.62, 'lat': 53.62}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 66.31, 'feels_like': 65.39, 'temp_min': 66.31, 'temp_max': 66.31, 'pressure': 1007, 'humidity': 57, 'sea_level': 1007, 'grnd_level': 948}",,"{'speed': 2.08, 'deg': 212}",{'all': 0},1593038525.0,"{'country': 'RU', 'sunrise': 1593029562, 'sunset': 1593090929}",28800.0,2027109.0,Barguzin,200,,
"{'lon': -95.05, 'lat': 29.46}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 84.09, 'feels_like': 87.96, 'temp_min': 82, 'temp_max': 86, 'pressure': 1011, 'humidity': 66}",16093.0,"{'speed': 8.05, 'deg': 210}",{'all': 20},1593038282.0,"{'type': 1, 'id': 4780, 'country': 'US', 'sunrise': 1592997708, 'sunset': 1593048214}",-18000.0,4686163.0,Dickinson,200,,
"{'lon': -71.31, 'lat': -41.15}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 35.6, 'feels_like': 26.55, 'temp_min': 35.6, 'temp_max': 35.6, 'pressure': 1014, 'humidity': 64}",10000.0,"{'speed': 8.05, 'deg': 290}",{'all': 75},1593038279.0,"{'type': 1, 'id': 8315, 'country': 'AR', 'sunrise': 1593000685, 'sunset': 1593033840}",-10800.0,7647007.0,Bariloche,200,,
